state,st_fips,year,n_deaths,pop,crude_rate,crude_lower,crude_upper,crude_se
Montana,30,1999,41,897507,4.568209496,3.278238498,6.197278684,0.713434462
Montana,30,2000,41,902195,4.544472093,3.261204064,6.165076286,0.709727303
Montana,30,2001,56,906961,6.174466157,4.66412999,8.018038262,0.825097747
Montana,30,2002,78,911667,8.555755555,6.762982536,10.678010721,0.968748553
Montana,30,2003,93,919630,10.112762741,8.162314192,12.388842252,1.048644646
Montana,30,2004,98,930009,10.537532433,8.554895705,12.841880025,1.06445152
Montana,30,2005,96,940102,10.211657884,8.271442886,12.470170258,1.042222968
Montana,30,2006,97,952692,10.181674665,8.256625436,12.420828557,1.033792433
Montana,30,2007,125,964706,12.957315493,10.685797934,15.228833052,1.15893753
Montana,30,2008,134,976415,13.723672823,11.400005087,16.04734056,1.185544764
Montana,30,2009,142,983982,14.431158293,12.057527926,16.804788661,1.211035902
Montana,30,2010,118,989415,11.926239242,9.774356588,14.078121897,1.097899313
Montana,30,2011,141,998199,14.125439917,11.79386971,16.457010124,1.189576636
Montana,30,2012,118,1005141,11.739646477,9.621431246,13.857861709,1.080722057
Montana,30,2013,137,1015165,13.495343122,11.235492573,15.755193671,1.152984974
Montana,30,2014,125,1023579,12.212052025,10.071184913,14.352919138,1.092279139
Montana,30,2015,138,1032949,13.359807696,11.13077348,15.588841912,1.137262355
Montana,30,2016,119,1042520,11.414649119,9.363745948,13.465552291,1.046379169
Montana,30,2017,119,1050493,11.328014561,9.292677272,13.36335185,1.038437392
Montana,30,2018,125,1062305,11.766865448,9.704042984,13.829687913,1.052460441
Montana,30,2019,143,1068778,13.379766425,11.186776762,15.572756087,1.118872277
Nebraska,31,1999,39,1704764,2.287706685,1.626788224,3.12736367,0.366326248
Nebraska,31,2000,46,1711263,2.688073078,1.968018943,3.585513156,0.396334753
Nebraska,31,2001,66,1719836,3.837575211,2.967980668,4.882355062,0.472372854
Nebraska,31,2002,66,1728292,3.818799138,2.953459253,4.858467203,0.47006168
Nebraska,31,2003,55,1738643,3.163386618,2.383105675,4.117590558,0.426550965
Nebraska,31,2004,59,1749370,3.372642723,2.567424273,4.350473027,0.439080683
Nebraska,31,2005,86,1761497,4.882210983,3.905134099,6.029481742,0.52646235
Nebraska,31,2006,91,1772693,5.13343258,4.133131907,6.302725853,0.538129953
Nebraska,31,2007,80,1783440,4.485713004,3.556901269,5.582873548,0.50151796
Nebraska,31,2008,94,1796378,5.232751681,4.228586634,6.40357987,0.539717126
Nebraska,31,2009,106,1812683,5.847685447,4.734449704,6.960921191,0.56797742
Nebraska,31,2010,117,1826341,6.406251626,5.245425608,7.567077643,0.592258172
Nebraska,31,2011,129,1842641,7.000821104,5.792700764,8.208941444,0.616387929
Nebraska,31,2012,146,1855525,7.868393042,6.592055073,9.144731012,0.651192842
Nebraska,31,2013,117,1868516,6.261653633,5.12702907,7.396278196,0.578890083
Nebraska,31,2014,125,1881503,6.643624804,5.478946025,7.808303584,0.594223867
Nebraska,31,2015,126,1896190,6.644903728,5.484632582,7.805174874,0.591975074
Nebraska,31,2016,120,1907116,6.292223441,5.166401821,7.418045061,0.574398786
Nebraska,31,2017,152,1920076,7.916353311,6.657835268,9.174871354,0.642101042
Nebraska,31,2018,138,1929268,7.152972008,5.959525237,8.346418779,0.608901414
Nebraska,31,2019,161,1934408,8.322959789,7.03731519,9.608604388,0.655941122
Nevada,32,1999,227,1934718,11.732976072,10.206635924,13.25931622,0.778744973
Nevada,32,2000,273,1998257,13.661906351,12.041268224,15.282544478,0.826856187
Nevada,32,2001,261,2098399,12.438053964,10.929057388,13.94705054,0.769896212
Nevada,32,2002,323,2173791,14.858834175,13.238369582,16.479298768,0.82676765
Nevada,32,2003,342,2248850,15.207772862,13.595982198,16.819563525,0.822342175
Nevada,32,2004,380,2346222,16.196250824,14.567784556,17.824717091,0.830850136
Nevada,32,2005,457,2432143,18.790013581,17.067252447,20.512774714,0.878959762
Nevada,32,2006,461,2522658,18.274375678,16.606175523,19.942575834,0.851122528
Nevada,32,2007,499,2601072,19.184397817,17.501127093,20.867668542,0.858811594
Nevada,32,2008,519,2653630,19.558114733,17.875443067,21.2407864,0.858505952
Nevada,32,2009,550,2684665,20.486727394,18.774555692,22.198899097,0.873556991
Nevada,32,2010,578,2700551,21.403039602,19.658151396,23.147927808,0.890249085
Nevada,32,2011,639,2723322,23.463989936,21.644676587,25.283303284,0.928221096
Nevada,32,2012,602,2758931,21.820045518,20.076980937,23.563110098,0.889318663
Nevada,32,2013,614,2790136,22.00609576,20.265432013,23.746759507,0.888093748
Nevada,32,2014,545,2839099,19.196230917,17.584569586,20.807892247,0.822276189
Nevada,32,2015,619,2890845,21.412424395,19.725573914,23.099274876,0.860638001
Nevada,32,2016,665,2940058,22.618601402,20.899462389,24.337740415,0.877111741
Nevada,32,2017,676,2998039,22.548072257,20.848294502,24.247850011,0.867233548
Nevada,32,2018,688,3034392,22.673405414,20.979151078,24.36765975,0.864415478
Nevada,32,2019,647,3080156,21.005429595,19.386844641,22.624014549,0.82580865
New Hampshire,33,1999,54,1222014,4.418934644,3.319636273,5.765737545,0.601340838
New Hampshire,33,2000,45,1235786,3.641407169,2.656078803,4.872494105,0.542828931
New Hampshire,33,2001,79,1255517,6.29222862,4.981620321,7.842004529,0.707931029
New Hampshire,33,2002,111,1269089,8.746431495,7.119289399,10.373573591,0.830174539
New Hampshire,33,2003,127,1279840,9.923115389,8.197268547,11.648962232,0.880534103
New Hampshire,33,2004,124,1290121,9.611501557,7.91975045,11.303252664,0.86313832
New Hampshire,33,2005,142,1298492,10.935762408,9.137053169,12.734471646,0.917708795
New Hampshire,33,2006,149,1308389,11.388050496,9.559477418,13.216623573,0.932945448
New Hampshire,33,2007,186,1312540,14.170996693,12.134423627,16.20756976,1.039067891
New Hampshire,33,2008,126,1315906,9.575152024,7.903228237,11.247075812,0.853022341
New Hampshire,33,2009,168,1316102,12.764968065,10.834684277,14.695251853,0.984838667
New Hampshire,33,2010,160,1316470,12.153714099,10.270476588,14.03695161,0.960835465
New Hampshire,33,2011,210,1318194,15.930887259,13.77618936,18.085585158,1.099335663
New Hampshire,33,2012,173,1320718,13.098935579,11.146984063,15.050887095,0.99589363
New Hampshire,33,2013,203,1323459,15.338593791,13.228539651,17.448647931,1.076558235
New Hampshire,33,2014,334,1326813,25.173102766,22.473377402,27.87282813,1.3774109
New Hampshire,33,2015,422,1330608,31.714825103,28.688872183,34.740778022,1.54385353
New Hampshire,33,2016,481,1334795,36.035496087,32.815064792,39.255927383,1.643077192
New Hampshire,33,2017,467,1342795,34.778205162,31.623892086,37.932518237,1.609343406
New Hampshire,33,2018,452,1356458,33.322078531,30.250094615,36.394062447,1.567338733
New Hampshire,33,2019,407,1359711,29.932831315,27.024749203,32.840913427,1.483715363
New Jersey,34,1999,557,8359592,6.663004606,6.109656297,7.216352915,0.282320566
New Jersey,34,2000,643,8414350,7.641707321,7.051042665,8.232371978,0.301359519
New Jersey,34,2001,705,8492671,8.3012753,7.688492834,8.914057765,0.312644115
New Jersey,34,2002,813,8552643,9.50583346,8.852400556,10.159266364,0.333384135
New Jersey,34,2003,721,8601402,8.382354411,7.770491036,8.994217787,0.312175192
New Jersey,34,2004,590,8634561,6.833005175,6.281636848,7.384373503,0.281310371
New Jersey,34,2005,823,8651974,9.512280088,8.862388698,10.162171478,0.33157724
New Jersey,34,2006,847,8661679,9.778704568,9.120144048,10.437265088,0.336000265
New Jersey,34,2007,727,8677885,8.377617357,7.768628444,8.98660627,0.310708629
New Jersey,34,2008,702,8711090,8.058692999,7.462547696,8.654838303,0.304155767
New Jersey,34,2009,263,8755602,3.003791173,2.640756644,3.366825702,0.185221699
New Jersey,34,2010,868,8791894,9.872730495,9.215929971,10.529531019,0.335102308
New Jersey,34,2011,1012,8821155,11.472420562,10.765580959,12.179260165,0.36063245
New Jersey,34,2012,1222,8864590,13.785183522,13.012266236,14.558100809,0.394345554
New Jersey,34,2013,1294,8899339,14.540405754,13.748149896,15.332661612,0.404212172
New Jersey,34,2014,1253,8938175,14.018521678,13.242305387,14.794737969,0.39602872
New Jersey,34,2015,1454,8958013,16.231278075,15.396969732,17.065586417,0.425667522
New Jersey,34,2016,2056,8944469,22.986272299,21.992668912,23.979875686,0.506940504
New Jersey,34,2017,2685,9005644,29.814636244,28.686884671,30.942387816,0.575383455
New Jersey,34,2018,2900,8908520,32.553106464,31.368294282,33.737918647,0.60449601100000006
New Jersey,34,2019,2805,8882190,31.580049515,30.411351126,32.748747903,0.596274688
New Mexico,35,1999,266,1808082,14.711722145,12.943736368,16.479707923,0.90203356
New Mexico,35,2000,271,1819046,14.897919019,13.124150123,16.671687916,0.904984131
New Mexico,35,2001,258,1831690,14.085352871,12.366597968,15.804107773,0.876915767
New Mexico,35,2002,287,1855309,15.469121316,13.679419131,17.258823502,0.91311336
New Mexico,35,2003,358,1877574,19.067157939,17.092005943,21.042309935,1.00773061
New Mexico,35,2004,314,1903808,16.493259825,14.668953566,18.317566083,0.930768499
New Mexico,35,2005,373,1932274,19.303680534,17.34464742,21.262713648,0.999506691
New Mexico,35,2006,418,1962137,21.30330349,19.261025368,23.345581612,1.041978634
New Mexico,35,2007,462,1990070,23.215263785,21.098323018,25.332204551,1.08007182
New Mexico,35,2008,518,2010662,25.762659264,23.54404459,27.981273937,1.131946262
New Mexico,35,2009,438,2036802,21.504299387,19.490369654,23.51822912,1.02751517
New Mexico,35,2010,478,2059179,23.213134944,21.132116549,25.294153338,1.061744079
New Mexico,35,2011,529,2082224,25.405527936,23.24053512,27.570520751,1.104588171
New Mexico,35,2012,492,2085538,23.591035023,21.50644567,25.675624376,1.063565996
New Mexico,35,2013,458,2085287,21.963403599,19.951889992,23.974917205,1.026282452
New Mexico,35,2014,547,2085572,26.227816637,24.029832535,28.42580074,1.12142046
New Mexico,35,2015,501,2085109,24.027520863,21.923518751,26.131522976,1.073470465
New Mexico,35,2016,500,2081015,24.026736953,21.920700602,26.132773303,1.074508342
New Mexico,35,2017,493,2088070,23.610319577,21.526143161,25.694495993,1.063355314
New Mexico,35,2018,537,2095428,25.627222696,23.459665973,27.794779419,1.105896287
New Mexico,35,2019,599,2096829,28.566945612,26.279206652,30.854684571,1.167213755
New York,36,1999,959,18882725,5.078716128,4.757275545,5.400156711,0.164000297
New York,36,2000,767,18976457,4.041850383,3.755802576,4.32789819,0.145942759
New York,36,2001,1079,19082838,5.654295236,5.316911743,5.991678729,0.172134435
New York,36,2002,923,19137800,4.822915905,4.511769412,5.134062398,0.158748211
New York,36,2003,964,19175939,5.027133221,4.709783626,5.344482817,0.161913059
New York,36,2004,831,19171567,4.334543963,4.039831181,4.629256745,0.150363664
New York,36,2005,944,19132610,4.933984438,4.619232908,5.248735968,0.160587515
New York,36,2006,1680,19104631,8.793679396,8.373173531,9.214185262,0.214543809
New York,36,2007,1708,19132335,8.927295074,8.503913427,9.350676721,0.216011044
New York,36,2008,1691,19212436,8.801590803,8.382077786,9.22110382,0.214037254
New York,36,2009,1592,19307066,8.245685802,7.840633298,8.650738307,0.206659441
New York,36,2010,1557,19378102,8.034842628,7.635735816,8.43394944,0.203625924
New York,36,2011,1948,19465197,10.007604855,9.563186749,10.452022961,0.226743932
New York,36,2012,2106,19570261,10.761225923,10.301616804,11.220835043,0.234494449
New York,36,2013,2309,19651127,11.749962229,11.270691864,12.229232593,0.244525696
New York,36,2014,2300,19746227,11.647794791,11.171763103,12.12382648,0.242873311
New York,36,2015,2754,19795791,13.912048273,13.392453015,14.431643532,0.265099622
New York,36,2016,3638,19745289,18.424648026,17.825927808,19.023368244,0.305469499
New York,36,2017,3921,19849399,19.7537467,19.135435475,20.372057925,0.315464911
New York,36,2018,3697,19542209,18.918025081,18.308197387,19.527852775,0.311136578
New York,36,2019,3617,19453561,18.592996933,17.987054711,19.198939154,0.309154194
North Carolina,37,1999,366,7949361,4.604143654,4.132445263,5.075842044,0.240662444
North Carolina,37,2000,491,8049313,6.099899457,5.560341624,6.639457291,0.275284609
North Carolina,37,2001,551,8210122,6.711227921,6.150848394,7.271607448,0.285907922
North Carolina,37,2002,647,8326201,7.770650745,7.171878969,8.36942252,0.305495804
North Carolina,37,2003,762,8422501,9.047193939,8.404813237,9.689574641,0.327745256
North Carolina,37,2004,854,8553152,9.984623213,9.314956338,10.654290087,0.341666773
North Carolina,37,2005,1000,8705407,11.487113698,10.775135015,12.199092382,0.36325443
North Carolina,37,2006,1059,8917270,11.875831953,11.160558454,12.591105452,0.364935459
North Carolina,37,2007,1084,9118037,11.888523813,11.18079095,12.596256676,0.361088195
North Carolina,37,2008,1196,9309449,12.847162061,12.119050907,13.575273215,0.371485283
North Carolina,37,2009,1191,9449566,12.603753442,11.887939605,13.319567279,0.365211142
North Carolina,37,2010,1093,9535483,11.462450303,10.782897112,12.142003494,0.346710812
North Carolina,37,2011,1264,9656401,13.089762946,12.368133384,13.811392508,0.368178348
North Carolina,37,2012,1298,9752073,13.309990604,12.585894061,14.034087147,0.369437012
North Carolina,37,2013,1259,9848060,12.7842438,12.078059187,13.490428413,0.360298272
North Carolina,37,2014,1358,9943964,13.656525708,12.930174918,14.382876497,0.370587137
North Carolina,37,2015,1567,10042802,15.603215119,14.83064898,16.375781257,0.394166397
North Carolina,37,2016,1956,10146788,19.27703624,18.422733283,20.131339198,0.435868856
North Carolina,37,2017,2414,10273419,23.497532808,22.560165715,24.4348999,0.478248517
North Carolina,37,2018,2259,10383620,21.75541863,20.85826793,22.652569331,0.457729949
North Carolina,37,2019,2266,10488084,21.605471505,20.715881556,22.495061453,0.453872423
North Dakota,38,1999,12,644259,NA,0.962426602,3.25359832,0.537687733
North Dakota,38,2000,14,642200,NA,1.191831205,3.657679851,0.582631172
North Dakota,38,2001,14,639062,NA,1.19768348,3.675640235,0.585492078
North Dakota,38,2002,17,638168,NA,1.551813942,4.265130812,0.646084671
North Dakota,38,2003,22,638817,3.443865771,2.15823624,5.214047215,0.734234649
North Dakota,38,2004,17,644705,NA,1.536079292,4.221884428,0.639533682
North Dakota,38,2005,12,646089,NA,0.959700599,3.24438274,0.536164772
North Dakota,38,2006,14,649422,NA,1.178577258,3.617004044,0.57615193
North Dakota,38,2007,32,652822,4.901795589,3.352828183,6.919864833,0.866523225
North Dakota,38,2008,46,657569,6.995463594,5.121588761,9.330969069,1.031424837
North Dakota,38,2009,27,664968,4.060345761,2.67580846,5.907600065,0.781413906
North Dakota,38,2010,23,672591,3.419611621,2.167726003,5.131093042,0.713038314
North Dakota,38,2011,16,683932,NA,1.337185568,3.799067744,0.584853465
North Dakota,38,2012,21,699628,3.001595133,1.85804742,4.588268337,0.655001757
North Dakota,38,2013,20,723393,2.764748899,1.68879157,4.269933494,0.618216648
North Dakota,38,2014,43,739482,5.814881228,4.208229544,7.832586865,0.886761074
North Dakota,38,2015,61,756927,8.058901321,6.164414798,10.351981102,1.031836581
North Dakota,38,2016,77,757952,10.158954657,8.017243836,12.696966299,1.157720329
North Dakota,38,2017,68,755393,9.00193674,6.990363956,11.412115283,1.091645177
North Dakota,38,2018,70,760077,9.209593239,7.179338409,11.635768481,1.100756932
North Dakota,38,2019,82,762062,10.760279347,8.557972973,13.356304343,1.188274069
Ohio,39,1999,467,11335454,4.119817345,3.74615822,4.49347647,0.190642411
Ohio,39,2000,563,11353140,4.958980511,4.549348134,5.368612888,0.208996111
Ohio,39,2001,737,11387404,6.472063343,6.004796369,6.939330317,0.238401517
Ohio,39,2002,931,11407889,8.161019098,7.636784566,8.68525363,0.267466598
Ohio,39,2003,775,11434788,6.777563344,6.30038711,7.254739578,0.243457262
Ohio,39,2004,1136,11452251,9.919447277,9.342608591,10.496285964,0.294305452
Ohio,39,2005,1243,11463320,10.843281004,10.240469933,11.446092075,0.307556669
Ohio,39,2006,1515,11481213,13.195469852,12.531001021,13.859938682,0.33901471
Ohio,39,2007,1592,11500468,13.842914914,13.162909941,14.522919888,0.346941313
Ohio,39,2008,1733,11515391,15.049423854,14.340863801,15.757983906,0.361510231
Ohio,39,2009,1236,11528896,10.720887759,10.123195563,11.318579955,0.304944998
Ohio,39,2010,1835,11536504,15.906031845,15.178252233,16.633811456,0.371316128
Ohio,39,2011,2025,11544951,17.540135077,16.776164749,18.304105405,0.38978078
Ohio,39,2012,2125,11544225,18.407472134,17.624816428,19.19012784,0.399314136
Ohio,39,2013,2347,11570808,20.283803862,19.463170953,21.104436771,0.41869026
Ohio,39,2014,2744,11594163,23.667081444,22.781540343,24.552622545,0.451806684
Ohio,39,2015,3310,11613423,28.501502098,27.530523129,29.472481067,0.495397433
Ohio,39,2016,4329,11614373,37.272782612,36.162447446,38.383117778,0.566497534
Ohio,39,2017,5111,11658609,43.838849043,42.636965816,45.04073227,0.613205728
Ohio,39,2018,3980,11689442,34.047818536,32.990017892,35.105619179,0.539694206
Ohio,39,2019,4251,11689100,36.3672139,35.273961222,37.460466578,0.557781978
Oklahoma,40,1999,178,3437147,5.178713625,4.417918071,5.939509179,0.388160997
Oklahoma,40,2000,237,3450654,6.868263234,5.993825621,7.742700846,0.446141639
Oklahoma,40,2001,269,3467100,7.758645554,6.831461736,8.685829372,0.473052968
Oklahoma,40,2002,240,3489080,6.878604102,6.00834061,7.748867593,0.444011985
Oklahoma,40,2003,400,3504892,11.412619847,10.294183102,12.531056592,0.570630992
Oklahoma,40,2004,476,3525233,13.502653584,12.289623083,14.715684084,0.618893112
Oklahoma,40,2005,478,3548597,13.470112272,12.262539427,14.677685118,0.616108595
Oklahoma,40,2006,563,3594090,15.664604949,14.37064355,16.958566347,0.660184387
Oklahoma,40,2007,666,3634349,18.325152593,16.933385523,19.716919662,0.71008524
Oklahoma,40,2008,564,3668976,15.372136531,14.103460448,16.640812613,0.647283715
Oklahoma,40,2009,756,3717572,20.335853616,18.886222239,21.785484993,0.739607845
Oklahoma,40,2010,717,3751351,19.113114182,17.714081217,20.512147147,0.713792329
Oklahoma,40,2011,703,3791508,18.541435228,17.170800419,19.912070038,0.699303474
Oklahoma,40,2012,771,3814820,20.210652141,18.78402918,21.637275102,0.727868858
Oklahoma,40,2013,790,3850568,20.516453676,19.085766055,21.947141298,0.729942664
Oklahoma,40,2014,777,3878051,20.03583759,18.627025517,21.444649662,0.71878167
Oklahoma,40,2015,725,3911338,18.535856528,17.186583846,19.885129209,0.688404429
Oklahoma,40,2016,813,3923561,20.720972606,19.296608782,22.145336431,0.726716237
Oklahoma,40,2017,775,3930864,19.715767322,18.327673235,21.103861409,0.708211269
Oklahoma,40,2018,716,3943079,18.158398551,16.828320569,19.488476533,0.678611215
Oklahoma,40,2019,645,3956971,16.300346907,15.042368863,17.558324951,0.641825533
Oregon,41,1999,210,3393941,6.187497072,5.350620461,7.024373683,0.426977863
Oregon,41,2000,208,3421399,6.079384486,5.253186723,6.905582249,0.421529471
Oregon,41,2001,241,3467937,6.949376531,6.071985091,7.826767972,0.447648694
Oregon,41,2002,318,3513424,9.050999822,8.056192284,10.045807361,0.507554867
Oregon,41,2003,355,3547376,10.007397017,8.966367546,11.048426488,0.531137485
Oregon,41,2004,365,3569463,10.225627776,9.176569489,11.274686064,0.53523382
Oregon,41,2005,386,3613202,10.683045122,9.617289869,11.748800374,0.54375268
Oregon,41,2006,485,3670883,13.212080036,12.036217922,14.387942151,0.59992965
Oregon,41,2007,502,3722417,13.485861471,12.306130701,14.665592241,0.601903454
Oregon,41,2008,452,3768748,11.993372865,10.887696084,13.099049647,0.564120807
Oregon,41,2009,501,3808600,13.154439952,12.002553763,14.306326141,0.587697035
Oregon,41,2010,503,3831074,13.12947753,11.982065172,14.276889888,0.585414468
Oregon,41,2011,532,3871859,13.740169774,12.572574431,14.907765117,0.59571191
Oregon,41,2012,490,3899353,12.566187262,11.453529611,13.678844913,0.567682475
Oregon,41,2013,455,3930065,11.577416659,10.513611636,12.641221681,0.542757664
Oregon,41,2014,522,3970239,13.147823091,12.019912508,14.275733674,0.575464583
Oregon,41,2015,505,4028977,12.534199128,11.440980629,13.627417627,0.557764541
Oregon,41,2016,506,4093465,12.361165907,11.284105036,13.438226778,0.549520852
Oregon,41,2017,530,4142776,12.793354022,11.704166757,13.882541286,0.555707788
Oregon,41,2018,547,4190713,13.052671467,11.958811281,14.146531652,0.558091932
Oregon,41,2019,615,4217737,14.581279013,13.428850132,15.733707894,0.587973919
Pennsylvania,42,1999,990,12263805,8.0725354,7.569673847,8.575396953,0.256562017
Pennsylvania,42,2000,1147,12281054,9.339589257,8.79908124,9.880097273,0.275769396
Pennsylvania,42,2001,958,12298970,7.789270158,7.296016763,8.282523554,0.251659896
Pennsylvania,42,2002,1097,12331031,8.896255309,8.369801836,9.422708783,0.268598711
Pennsylvania,42,2003,1381,12374658,11.159904379,10.571305127,11.74850363,0.300305741
Pennsylvania,42,2004,1544,12410722,12.440855576,11.820297158,13.061413995,0.316611438
Pennsylvania,42,2005,1613,12449990,12.955833699,12.323561259,13.58810614,0.32258798
Pennsylvania,42,2006,1638,12510809,13.092678499,12.458622485,13.726734513,0.323497966
Pennsylvania,42,2007,1733,12563937,13.79344707,13.144021173,14.442872967,0.331339743
Pennsylvania,42,2008,1850,12612285,14.66823815,13.999820115,15.336656186,0.34102961
Pennsylvania,42,2009,1909,12666858,15.070824983,14.394757367,15.746892599,0.344932457
Pennsylvania,42,2010,1916,12702379,15.083788635,14.408376659,15.759200611,0.344597947
Pennsylvania,42,2011,2289,12742886,17.962963806,17.22707674,18.698850872,0.375452585
Pennsylvania,42,2012,2365,12763536,18.52934798,17.782554296,19.276141664,0.381017186
Pennsylvania,42,2013,2426,12773801,18.991997762,18.236242249,19.747753274,0.385589547
Pennsylvania,42,2014,2732,12787209,21.365100078,20.5639375,22.166262656,0.408756417
Pennsylvania,42,2015,3264,12802503,25.49501453,24.620360583,26.369668476,0.446252014
Pennsylvania,42,2016,4627,12784227,36.193036935,35.150164118,37.235909753,0.532077968
Pennsylvania,42,2017,5388,12805537,42.075549038,40.952051643,43.199046432,0.573212956
Pennsylvania,42,2018,4415,12807060,34.47317339,33.456288063,35.490058718,0.518819045
